sample_number,ID,species_or_type,sample_date,plot_name,phenophase,fractional_cover_class,Notes,geology,plot_type,LWC,CFR,chl_area,LMA,area(m2),LWC(mol.m-2),nitrogen,phosphorus,magnesium,potassium,calcium,sulfur,boron,iron,manganese,copper,zinc,aluminum,sodium,hemicellulose,cellulose,lignin,d13C,carbon,d15N,%N,phenolics,phenolics_%,sucrose_mg_g,glucose_mg_g,fructose_mg_g,sucrose_%,glucose_%,fructose_%,sugars,sugars_%,sample_month,pft
975,S261,Quercus agrifolia - Coast live oak,5/5/2022,SRC-038,,,,QTp,Tree,41.78247734,,,190.0120026,0.007099025,7.569849308,14.1,1.27,2.57,4.9,6.9,1.07,44.4,101.3,152.2,2.4,23.9,89.8,182.9,183.8,228,120.2,-25.49,531,-3.66,1.41,73.9034,7.3903,7.67,15.93,13.89,0.77,1.59,1.39,37.49,3.75,5,evergreen broadleaf
1054,S296,Quercus agrifolia - Coast live oak,5/13/2022,SRC-038,,,,QTp,Tree,37.77100271,,,173.9624602,0.005279875,5.861206,13.9,1.15,2.6,5.3,7.9,1.1,49.8,85.5,282.1,2.5,23.9,82.2,180.8,171.9,216,126.1,-25.05,544.7,-3.8,1.34,73.3325,7.3333,2.36,19.7,16.21,0.24,1.97,1.62,38.27,3.83,5,evergreen broadleaf
1193,S325,Quercus agrifolia - Coast live oak,5/19/2022,SRC-038,,,,QTp,Tree,39.8603352,,,208.4686782,0.007229383,7.669843273,13.5,1.15,2.66,4.2,6.4,1,46.5,196,181.5,2.2,18,204.6,228,184,218,128,-25.42,533,-2.68,1.58,53.7804,5.378,3.74,14.83,12.94,0.37,1.48,1.29,31.51,3.14,5,evergreen broadleaf
1334,S354,Quercus agrifolia - Coast live oak,5/26/2022,SRC-038,,,,QTp,Tree,38.99887091,,,171.3673277,0.009458046,6.081460886,14.2,1.16,2.95,4.5,7.4,1.1,48.9,128.8,197.1,2.3,19.4,148.1,184.6,176.1,220,125.9,-24.28,524.5,-3.09,1.75,70.8526,7.0853,4.85,15.35,14.43,0.48,1.53,1.44,34.63,3.45,5,evergreen broadleaf
1523,S381,Quercus agrifolia - Coast live oak,9/16/2022,SRC-038,,,,QTp,Tree,39.76966536,,,189.8452206,0.007300157,6.958282589,11.5,1,2.79,3.8,7.2,0.94,54.3,114.4,145.7,2.4,18.8,131.9,250.3,211.8,194,122.2,-25.22,511.6,-3.31,1.42,97.5031,9.7503,7.11,14.1,15.38,0.71,1.41,1.54,36.59,3.66,9,evergreen broadleaf
230,S39,Quercus douglasii - Blue oak,3/11/2022,SRC-039,,,,QTp,Tree,53.35834897,,,132.8327279,0.007486107,8.435275916,23.7,2.24,2.64,25,14.9,2,50.2,50.1,34.9,11,34.9,20.9,152.1,228.2,124,57.8,-22.78,517.8,-1.99,2.65,127.1427,12.7143,20.8,21.9,27.42,2.08,2.19,2.74,70.12,7.01,3,deciduous broadleaf
675,S180,Quercus douglasii - Blue oak,4/9/2022,SRC-039,,,,QTp,Tree,51.56111111,,,145.644091,0.005986511,8.605709822,26.2,2.95,2.76,6.6,6.1,1.58,32.6,89.9,30,7.4,15.1,81.4,841.3,228,148,72,-22.57,515.7,-3.79,2.45,134.6919,13.4692,1.26,9.7,34.53,0.13,0.97,3.45,45.49,4.55,4,deciduous broadleaf
1077,S312,Quercus douglasii - Blue oak,5/13/2022,SRC-039,,,,QTp,Tree,46.8700114,,,150.4722038,0.00619317,7.368470543,23,3.41,2.58,6.5,8.7,1.78,26.9,219.3,36.8,5.8,17.4,212.3,2244.2,219.9,132,68.1,-23.99,492.9,-1.96,3.03,115.9831,11.5983,1.45,28.54,21.36,0.15,2.85,2.14,51.35,5.14,5,deciduous broadleaf
1528,S389,Quercus douglasii - Blue oak,9/16/2022,SRC-039,,,,QTp,Tree,37.03115455,,,147.3141605,0.006997291,4.808966491,16.7,2.99,2.82,3.9,10.2,1.37,79.1,446,39.4,4.8,18.2,466.3,1143.6,180.1,116,71.9,-24.57,494.8,-2.77,2,118.4725,11.8472,3.81,26.28,32.04,0.38,2.63,3.2,62.13,6.21,9,deciduous broadleaf
229,S38,Quercus agrifolia - Coast live oak,3/11/2022,SRC-040,,,,QTp,Tree,46.22361666,,,190.1292855,0.004958205,9.071666616,14.5,2.4,4.39,29,3.2,2.06,4.1,36,88.7,4.4,14.8,8.7,1826,202.2,208,137.8,-24.87,528.6,-3.2,1.33,78.5779,7.8578,9.84,15.37,14.52,0.98,1.54,1.45,39.73,3.97,3,evergreen broadleaf
651,S159,Quercus agrifolia - Coast live oak,4/9/2022,SRC-040,,,,QTp,Tree,43.20485966,,,221.3385706,0.006125006,9.346397687,12.7,1.2,2.92,4.5,7.1,1.17,35.3,211.8,76.3,3.8,16.1,243.6,569.5,197.9,216,144.1,,,,,72.0819,7.2082,5.17,14.37,7.03,0.52,1.44,0.7,26.57,2.66,4,evergreen broadleaf
1078,S313,Quercus agrifolia - Coast live oak,5/13/2022,SRC-040,,,,QTp,Tree,42.04268293,,,187.5026729,0.006083113,7.550145932,13,0.89,2.74,4.9,7,1.02,43,238.3,60.1,2.9,27.7,249.9,989.6,229.9,196,138.1,-25.29,520.3,-2.59,1.5,,,,,,,,,,,5,evergreen broadleaf
1527,S387,Quercus agrifolia - Coast live oak,9/16/2022,SRC-040,,,,QTp,Tree,41.48668639,,,197.7133887,0.008002493,7.781366461,12.5,0.74,2.29,4.5,5,0.98,36.6,237.7,39.2,5.4,20.2,299.5,757.9,210.2,184,125.8,-23.8,519,-2.68,1.37,87.9412,8.7941,5.73,14.25,14.05,0.57,1.43,1.41,34.03,3.41,9,evergreen broadleaf
226,S33,Quercus douglasii - Blue oak,3/11/2022,SRC-041,,,,,,50.33538672,,,119.5592862,0.012137911,6.72628707,23.6,2.47,4.64,20.6,6.2,1.8,14.1,55.9,14.3,4.2,46.4,34,124.6,202.1,178,87.9,-22.8,513,-2.58,2.58,98.6748,9.8675,8.99,19.68,15.33,0.9,1.97,1.53,44,4.4,3,deciduous broadleaf
677,S183,Quercus douglasii - Blue oak,4/9/2022,SRC-041,,,,,,48.2909784,,,122.3445357,0.006652524,6.342346933,23.7,2.38,3.53,5.3,8,1.49,21.5,42.3,79.5,5.5,17,22.2,192.2,216.1,162,69.9,-23.08,493.2,-2.28,2.4,108.1258,10.8126,0.87,7.76,34.25,0.09,0.78,3.43,42.88,4.3,4,deciduous broadleaf
1057,S300,Quercus douglasii - Blue oak,5/13/2022,SRC-041,,,,,,43.07093426,,,134.2239186,0.004903001,5.636972066,22.1,1.95,4.02,4.3,10,1.42,21.7,82.3,95.1,4.1,11.9,67.6,369.9,203.9,168,82.1,-23.31,532.3,-1.86,2.14,101.8502,10.185,1.52,25.69,15.06,0.15,2.57,1.51,42.27,4.23,5,deciduous broadleaf
1530,S392,Quercus douglasii - Blue oak,9/16/2022,SRC-041,,,,,,43.31630046,,,123.8789958,0.008954706,5.254804703,17,2.53,3.73,4.9,13.5,1.28,46.1,130.3,130.3,2.6,9.2,135.4,256.3,221.7,138,66.3,-24.44,483.7,-2.38,2.09,110.8935,11.0894,2.22,29.29,20.68,0.22,2.93,2.07,52.19,5.22,9,deciduous broadleaf
224,S30,Quercus douglasii - Blue oak,3/11/2022,SRC-042,,,,QTp,Tree,44.31651574,,,160.4262588,0.008049181,7.087293117,14.2,2.89,2.91,11,3,1.61,31.3,85.7,27.8,6.1,15.5,48.1,165.1,218,190,106,-23.57,519,-3.85,1.46,76.6584,7.6658,6.17,23.85,15.52,0.62,2.38,1.55,45.54,4.55,3,deciduous broadleaf
679,S186,Quercus douglasii - Blue oak,4/9/2022,SRC-042,,,,QTp,Tree,46.81995662,,,136.4689712,0.008982262,6.669326373,23.1,3.8,2.97,6,9.4,1.74,33.3,45.7,61.6,6,15.8,26.6,214.4,225.5,160,70.5,-23.47,493.3,-1.06,3.2,104.2667,10.4267,1.36,9.77,37.37,0.14,0.98,3.74,48.5,4.86,4,deciduous broadleaf
1055,S297,Quercus douglasii - Blue oak,5/13/2022,SRC-042,,,,QTp,Tree,43.69077307,,,143.3433471,0.006300955,6.173812545,19.7,3.35,2.87,5,9.6,1.45,36.8,119.7,53.3,4.4,12.3,100.6,519.1,183.7,160,68.3,-23.93,506.9,-2.28,2.3,94.5358,9.4536,5.24,17.86,14,0.52,1.79,1.4,37.1,3.71,5,deciduous broadleaf
1532,S395,Quercus douglasii - Blue oak,9/16/2022,SRC-042,,,,QTp,Tree,41.12008427,,,135.199517,0.012403151,5.241163283,15.3,4.04,2.45,4.4,11.8,1.12,89.7,264.1,54.4,2.8,16.7,285.9,653.3,200.2,122,59.8,-24.06,489,-2.29,1.77,119.4425,11.9442,2.44,13.42,39.85,0.24,1.34,3.98,55.71,5.56,9,deciduous broadleaf
704,S649,Quercus agrifolia - Coast live oak,4/8/2022,SRC-043,"Early leaf out, Full leaf out",75-100% cover,,Tm,Tree,41.77,,,162.1181,0.005244325,6.454514164,14,1.1,2.28,3.6,5.7,0.97,32.9,75.2,143.6,2.3,17.5,82.3,194.7,179.9,218,146.1,-25.72,528.8,-2.38,1.55,86.4612,8.6461,8.71,14.78,36.68,0.87,1.48,3.67,60.17,6.02,4,evergreen broadleaf
705,S652,Pinus ponderosa - Ponderosa pine,4/8/2022,SRC-044,Full leaf out,75-100% cover,,Tm,Tree,47.13,1.25,40.4,585.7712,0.002933227,28.98825676,12.2,1.16,1.08,5,2.3,0.91,22.1,57.7,213.8,1.8,24.2,431.9,110.4,167.9,188,192.1,-24.5,528.4,-2.98,1.4,40.7255,4.0726,4.92,11.44,22,0.49,1.14,2.2,38.36,3.83,4,conifer
706,S664,Quercus crysolepis - Canyon live oak,4/8/2022,SRC-045,Full leaf out,75-100% cover,,Tm,Shrub,41.16,1.52,57.6,260.8852,0.008600335,10.12876191,13.5,0.91,1.93,3.7,8.9,1.06,65.4,40.2,498.7,2.4,11.8,49,81.1,207.9,226,140.1,-23.18,519.2,-5.74,1.15,,,,,,,,,,,4,evergreen broadleaf
661,S670,Arctostaphylos glandulosa,4/8/2022,SRC-046,Full leaf out,75-100% cover,Dead tree on north side,Tm,Shrub,42.87,1.24,39.8,353.7904,0.014227068,14.73504009,6.5,0.84,1.57,2.8,7.5,0.58,27.1,23.6,12.6,2.5,26.7,64.6,77.4,-10.3,146,332.3,-25.47,576.9,-1.86,0.79,211.6586,21.1659,11.07,13.92,17.49,1.11,1.39,1.75,42.48,4.25,4,shrub
666,S673,Quercus crysolepis - Canyon live oak,4/8/2022,SRC-047,"Early leaf out, Full leaf out",75-100% cover,,Tm,Shrub,41.07,1.56,60,268.7801,0.008535974,10.39631942,15.2,1.07,1.48,3.8,4.7,1.2,45.8,54,260.1,3,12,51,87,202,212,148,-24.61,527.4,-4.48,1.41,74.9788,7.4979,0,25.91,21.84,0,2.59,2.18,47.75,4.77,4,evergreen broadleaf
667,S676,Pinus ponderosa - Ponderosa pine,4/8/2022,SRC-048,"Full leaf out, Flowers",75-100% cover,,Tm,Tree,46.5,1.35,46.4,534.0564,0.00282517,25.76262563,13.2,1.29,0.89,5.2,3.1,1.05,25.9,44.9,279.4,2,34.4,573.5,67.4,103.9,214,214.1,-25.02,539.1,-1.42,1.51,62.759,6.2759,1.91,7.08,19.83,0.19,0.71,1.98,28.82,2.88,4,conifer
668,S682,Ceanothus integerrimus,4/8/2022,SRC-049,"Full leaf out, Flowers",50-75% cover,,Tm,Shrub,56.7,1.46,53.7,130.7263,0.004322772,9.501155432,31.5,2.61,2.23,9.8,21.6,1.39,31.2,51.8,71.2,6.4,33.4,18.7,79.2,101.9,100,142.1,-26.17,497.9,-2.09,3.33,52.5673,5.2567,5.85,10.14,17.91,0.59,1.01,1.79,33.9,3.39,4,shrub
645,S688,Quercus crysolepis - Canyon live oak,4/8/2022,SRC-050,Full leaf out,75-100% cover,,Tm,Tree,40.74,1.57,60.2,210.7043,0.007787216,8.042102059,10.8,0.84,2.17,3.8,13.3,0.93,95.9,29.3,447,2,15,60.4,65.1,189.8,212,130.2,,,,,57.0594,5.7059,0,19.46,17.58,0,1.95,1.76,37.04,3.71,4,evergreen broadleaf
1137,S1309,Quercus crysolepis - Canyon live oak,5/27/2022,SRC-050,Full leaf out,75-100% cover,,Tm,Tree,42.38,1.49,55.5,212.2681,0.015653789,8.667283537,13.2,0.71,2,5,10.7,0.89,82.2,48,398.9,2.1,15.5,70.5,97.2,180,212,126,-26.76,503.7,-4.43,1.25,73.1325,7.3132,1.37,21.68,16.88,0.14,2.17,1.69,39.93,4,5,evergreen broadleaf
644,S691,Pinus coulteri - Coulter pine,4/8/2022,SRC-051,"Full leaf out, Flowers, Seeds",75-100% cover,,Tm,Tree,48.98,1.21,37.6,470.7188,0.004409002,25.08681869,12.2,1.3,1.19,4.5,1.8,1.17,42.9,71.8,279.4,1.7,20.1,498.5,103.1,141.8,196,216.2,,,,,58.0404,5.804,5.34,14.31,16.98,0.53,1.43,1.7,36.63,3.66,4,conifer
643,S694,Arctostaphylos glandulosa,4/8/2022,SRC-052,"Full leaf out, Flowers",75-100% cover,,Tm,Shrub,43.02,1.32,44.4,447.1685,0.013037144,18.73934405,8.4,1.18,1.14,4.2,7,0.64,42.6,58,14.6,2,32.6,103.6,63,77.8,78,234.2,-23.88,599,1.26,0.82,176.3378,17.6338,12.05,13.35,16.56,1.21,1.33,1.66,41.96,4.2,4,shrub
846,S709,Quercus berberidifolia - Scrub oak,4/13/2022,SRC-053,Full leaf out,50-75% cover,,fs,Shrub,45.73,1.6,62.2,162.5438,0.009091088,7.603680448,14.4,1.85,2.11,5.8,5.4,1.11,54.5,55.5,122.6,14.2,12.7,39.1,127.9,196.1,196,107.9,-25.34,510.2,-3.44,1.64,109.9055,10.9906,0.41,16.2,30.83,0.04,1.62,3.08,47.44,4.74,4,shrub
847,S715,Baccharis salicifolia - Mule fat,4/13/2022,SRC-054,"Full leaf out, Seeds",75-100% cover,,Qa,Shrub,69.19,1.34,45.8,111.1595,0.010405768,13.85522868,30,2.97,7.2,23.3,6.9,2.92,44.1,66.6,50.6,17,19.1,46.8,1819,90,74,38,-23.18,521.6,-1.08,3.38,57.5044,5.7504,,,,,,,,,4,shrub
1019,S1039,Baccharis salicifolia - Mule fat,5/13/2022,SRC-054,"Full leaf out, Seeds, Early senescence",75-100% cover,,Qa,Shrub,67.42,1.21,37.6,127.6607,0.010319542,14.66650809,21.9,2.17,5.9,20.4,5.4,2.15,41.2,65.7,41.6,7.3,23.1,54.7,1068.6,79.7,116,126.3,-26.42,511.6,-1.16,2.42,72.7033,7.2703,24.48,10.73,17.46,2.45,1.07,1.75,52.67,5.27,5,shrub
848,S718,Sambucus nigra - Black elderberry,4/13/2022,SRC-055,"Full leaf out, Flowers, Seeds",75-100% cover,,Qls,Shrub,72.69,1.53,57.7,87.2689,0.010778181,12.89289687,29.2,1.95,11.29,13.4,10.3,2.09,51.3,61.6,54.6,15.2,10.5,44.9,111,35.9,78,230.1,-22.64,541.8,2.39,3.45,180.7221,18.0722,,,,,,,,,4,deciduous broadleaf
1102,S1060,Sambucus nigra - Black elderberry,5/13/2022,SRC-055,"Full leaf out, Flowers",75-100% cover,,Qls,Shrub,70.6,1.56,60.1,86.3603,0.008217896,11.51200885,26,1.41,15.98,10.1,16.4,2.05,75.1,74.8,77.3,4.3,11.7,59.7,128.3,12,70,274,-27.71,487.1,4.92,3.07,139.4533,13.9453,52.49,18.05,31.58,5.25,1.81,3.16,102.12,10.22,5,deciduous broadleaf
851,S736,Quercus agrifolia - Coast live oak,4/15/2022,SRC-056,"Early leaf out, Full leaf out",75-100% cover,,QTp,Tree,44.07,,,168.5188,0.011398135,7.36933462,17.3,1.77,2.79,8,4.9,1.32,39.9,69.5,34.8,4.3,19.7,55.8,97,214.1,188,95.9,-24.02,510,0.72,2.04,93.4625,9.3462,0.11,9.48,17.92,0.01,0.95,1.79,27.51,2.75,4,evergreen broadleaf
852,S739,Salix lasiolepis - Arroyo willow,4/15/2022,SRC-057,"Full leaf out, Flowers",75-100% cover,,Qa,Shrub,57.56,,,135.5274,0.013177409,10.20299732,25.5,2.83,4.58,9.2,3.5,2.27,16.6,46.3,349.7,3.3,11.1,24.8,188.1,79.9,68,142.1,-26.06,520.2,3.05,2.68,68.2619,6.8262,0.11,10.64,13.98,0.01,1.06,1.4,24.73,2.47,4,deciduous broadleaf
853,S742,Heteromeles arbutifolia - Toyon,4/15/2022,SRC-058,"Full leaf out, Seeds",75-100% cover,,Qa,Shrub,46.61,,,279.7008,0.021417171,13.55414388,11,4.16,3.18,10.4,7.5,0.73,12.9,31.5,42.9,3.3,19.7,25.9,96.1,70,106,200,-24.8,540.2,1.3,1.24,133.0116,13.3012,,,,,,,,,4,shrub
832,S745,Pinus sabiniana - Gray pine,4/15/2022,SRC-059,"Full leaf out, Flowers",50-75% cover,,Qa,Tree,,,,398.927,0.003648036,,13.7,1.4,2.08,3.7,4.2,1.34,65.5,130.4,37.3,2,24.5,132.4,352.3,113.9,180,176.1,-26.29,566.2,-0.08,1.98,67.7777,6.7778,2.78,25.74,29.46,0.28,2.57,2.95,57.98,5.8,4,conifer
88,S748,Pinus sabiniana - Gray pine,4/15/2022,SRC-060,"Full leaf out, Flowers, Seeds",50-75% cover,,QTp,Tree,46.49,,,350.8959,0.003069571,16.92456241,12.3,1.63,2.09,3.9,4.1,1.11,44.5,86.1,66.7,2,39.2,103.5,279.6,138.1,190,185.9,,,,,61.6572,6.1657,23.82,14.22,18.4,2.38,1.42,1.84,56.44,5.64,4,conifer
213,S14,Quercus agrifolia - Coast live oak,3/4/2022,SRC-061,,,,QTp,Tree,,,,,,,15.2,1.96,1.96,27.6,3.5,1.68,3.8,43.4,57.1,4.2,9.9,12.6,501.1,216,200,118,-25.18,522.6,-3.55,1.51,,,,,,,,,,,3,evergreen broadleaf
216,S18,Quercus agrifolia - Coast live oak,3/11/2022,SRC-061,,,,QTp,Tree,39.23997918,,,190.5733487,0.006124676,6.831856775,15.9,1.13,6.65,10.9,26.6,1.06,16.7,8,881.7,0.7,12,54.2,35789.5,222,212,116,-25.01,504.5,-3.17,1.44,62.585,6.2585,26.85,21.48,10.14,2.68,2.15,1.01,58.47,5.84,3,evergreen broadleaf
266,S92,Quercus agrifolia - Coast live oak,3/16/2022,SRC-061,,,,QTp,Tree,48.36869056,,,172.5975306,0.004089282,8.975352254,16.2,1.32,4.03,5.3,11.8,1.54,35.3,106.8,1118.8,5.4,34.1,92.9,149.7,210,186,130,,,,,63.7544,6.3754,8.87,16.92,12.12,0.89,1.69,1.21,37.91,3.79,3,evergreen broadleaf
289,S126,Quercus agrifolia - Coast live oak,4/8/2022,SRC-061,,,,QTp,Tree,41.16057234,,,180.1966852,0.004107734,6.99721948,14.4,1.15,3.93,4.7,15.8,1.28,39.4,146.2,936.8,5.9,23.8,135.3,261.9,213.95,210,132.05,,,,,67.7332,6.7733,5.2,12.9,10.33,0.52,1.29,1.03,28.43,2.84,4,evergreen broadleaf
900,S210,Quercus agrifolia - Coast live oak,4/21/2022,SRC-061,,,,QTp,Tree,41.61,1.35,46.6,194.0545,0.004576549,7.676489803,13.4,1.53,3.08,4,8.3,1.18,19.9,84.6,700.4,3.5,28.2,65,174.6,217.9,186,114.1,-24.44,533.6,18.25,1.38,61.3382,6.1338,1.23,16.97,35.61,0.12,1.7,3.56,53.81,5.38,4,evergreen broadleaf
922,S215,Quercus agrifolia - Coast live oak,4/29/2022,SRC-061,,,,QTp,Tree,41.11616018,,,192.7895239,0.010754215,7.472494277,12.8,1.02,3.2,4,10,1.15,29.6,82.6,825.3,3.4,19.9,54.9,138.7,209.9,184,120.1,-22.57,503.4,-0.08,1.48,68.5806,6.8581,0.72,13.2,10.98,0.07,1.32,1.1,24.9,2.49,4,evergreen broadleaf
971,S255,Quercus agrifolia - Coast live oak,5/5/2022,SRC-061,,,,QTp,Tree,40.92986604,,,181.6447115,0.004126737,6.986519235,13,1.12,3.33,3.5,9.5,1.16,28.3,105.5,772.6,3.6,24.6,99.2,206.5,199.9,200,122.1,-24.74,526.4,-3.11,1.37,73.1265,7.3127,5.24,18.54,15.04,0.52,1.85,1.5,38.82,3.87,5,evergreen broadleaf
1075,S309,Quercus agrifolia - Coast live oak,5/13/2022,SRC-061,,,,QTp,Tree,42.15835141,,,181.8027389,0.002933399,7.355447706,13.6,0.99,3.67,3.7,10.8,1.28,26,129,873.4,2,22.6,113.2,262.2,179.8,194,120.2,-24.8,516.4,-2.56,1.44,74.8957,7.4896,7.99,14.63,13.44,0.8,1.46,1.34,36.06,3.6,5,evergreen broadleaf
1188,S321,Quercus agrifolia - Coast live oak,5/19/2022,SRC-061,,,,QTp,Tree,42.97752809,,,168.739612,0.002406074,7.05956876,10.2,1.3,3.4,4.9,8.7,1.19,29.8,134.1,732.8,4.3,29.4,118,245.1,193.9,212,118.1,-24.42,527.5,-2.52,1.51,33.5552,3.3555,6.83,14.95,11.35,0.68,1.49,1.13,33.13,3.3,5,evergreen broadleaf
1329,S347,Quercus agrifolia - Coast live oak,5/26/2022,SRC-061,,,,QTp,Tree,40.22364217,,,180.3766565,0.003111822,6.737488061,13,0.97,4.35,3.9,12.6,1.2,32.3,335.5,634.1,13.8,26.2,343.7,604,186.2,204,127.8,-23.36,506.6,-2.83,1.55,61.3162,6.1316,9.2,14.26,12.04,0.92,1.43,1.2,35.5,3.55,5,evergreen broadleaf
1521,S378,Quercus agrifolia - Coast live oak,9/16/2022,SRC-061,,,,QTp,Tree,43.00220751,,,208.8601203,0.003708702,8.746896184,12.1,0.87,3.36,3.1,12,1.3,43.4,183.6,951.9,2.8,28.4,205.1,539.3,236.2,168,119.8,-23.57,505.5,-2.35,1.45,87.0184,8.7018,7.97,12.79,12.97,0.8,1.28,1.3,33.73,3.38,9,evergreen broadleaf
907,S877,Pinus sabiniana - Gray pine,4/21/2022,SRC-062,"Early leaf out, Full leaf out",75-100% cover,,sp,Tree,50.34,1.09,29.8,419.8361,0.003606646,23.62185837,13.4,1.34,3.12,2.2,5.7,1.12,15.8,135.5,118.6,2.5,9.6,144.6,271,104.2,166,207.8,-25.36,577.2,-0.72,1.82,68.704,6.8704,0.11,1.56,2.67,0.01,0.16,0.27,4.34,0.44,4,conifer
671,S174,Quercus lobata - Valley oak,4/8/2022,SRC-063,,,,Qa,Tree,57.97559034,,,107.3021225,0.014761125,8.217081688,20,2.57,2.23,9,2.7,1.21,14.5,47.1,23.3,6.8,16.1,26,123,169.9,148,90.1,-24.67,512.5,-1.99,1.82,119.4575,11.9457,3.12,32.99,14.42,0.31,3.3,1.44,50.53,5.05,4,deciduous broadleaf
903,S880,Quercus lobata - Valley oak,4/21/2022,SRC-063,"Early leaf out, Full leaf out, Flowers",50-75% cover,Ordway T17,Qa,Tree,55.95,1.33,45.5,112.7976,0.016886884,7.952212635,17.8,1.92,2.09,7.9,2.3,1.13,13.7,75,23,7.3,13,75.2,107.1,201.8,120,68.2,-26.97,504.6,-1.27,1.98,106.658,10.6658,0.11,28.38,18.41,0.01,2.84,1.84,46.9,4.69,4,deciduous broadleaf
939,S239,Quercus lobata - Valley oak,5/13/2022,SRC-063,,,,Qa,Tree,49.48257656,,,114.0735332,0.012581358,6.202428121,13.3,1.19,3.08,6.4,3.4,1,11.9,108.8,26.3,2.6,11.2,127.5,426.7,205.9,154,112.1,-28.79,492,-1.21,1.48,104.5756,10.4576,1.8,25.18,23.04,0.18,2.52,2.3,50.02,5,5,deciduous broadleaf
1541,S408,Quercus lobata - Valley oak,9/16/2022,SRC-063,,,,Qa,Tree,53.64209995,,,132.4398033,0.013868187,8.506801066,9.8,1.46,4.07,6.1,6.5,1.07,57.4,456.4,32.5,3.7,11.1,507.1,635.7,192,144,102,-26.28,503.1,-0.9,1.79,122.8569,12.2857,2.97,41.54,60.09,0.3,4.15,6.01,104.6,10.46,9,deciduous broadleaf
870,S883,Quercus agrifolia - Coast live oak,5/4/2022,SRC-064,Full leaf out,75-100% cover,,QTp,Tree,43.91,1.5,56,195.8886,0.006846238,8.51258907,14,1.22,2.35,6.5,7.4,1.07,16.3,92.9,183.7,12,13.1,108.4,283.7,228.1,202,115.9,-20.52,544.1,-0.28,1.66,72.5599,7.256,0.2,13.92,14.39,0.02,1.39,1.44,28.51,2.85,5,evergreen broadleaf
871,S886,Quercus agrifolia - Coast live oak,5/4/2022,SRC-065,Full leaf out,75-100% cover,Maggie soil collection ,QTp,Tree,43.35,1.5,56,209.4954,0.010881862,8.897821856,14.5,2.13,2.1,7,6.7,1.19,43.9,151.5,281.4,12.8,40.9,155.3,341.5,229.7,242,130.3,-22.88,536.3,-1.91,1.4,63.1432,6.3143,1.09,10.02,15.99,0.11,1,1.6,27.1,2.71,5,evergreen broadleaf
872,S889,Quercus lobata - Valley oak,5/4/2022,SRC-066,"Full leaf out, Flowers",75-100% cover,,QTp,Tree,51.4,1.12,31.8,113.6389,0.01566717,6.670113492,16.2,3.15,2.59,10.1,10.9,1.15,18.9,59.6,167.7,16.7,19.7,48,141.5,191.9,132,96.1,-24.18,524,-0.23,1.86,88.3774,8.8377,0.11,14.26,14.31,0.01,1.43,1.43,28.68,2.87,5,deciduous broadleaf
868,S892,Quercus agrifolia - Coast live oak,5/4/2022,SRC-067,Full leaf out,75-100% cover,,QTp,Tree,41.19,1.41,50.3,218.0185,0.011027046,8.476622631,11.7,1.35,3.66,5.1,8.1,1.05,47,169,394.2,4.8,16.9,170.5,190.1,205.9,230,136.1,,,-2.44,1.24,62.6589,6.2659,0.16,10.42,14.68,0.02,1.04,1.47,25.26,2.53,5,evergreen broadleaf
1029,S1075,Baccharis salicifolia - Mule fat,5/13/2022,SRC-068,"Full leaf out, Seeds, Early senescence",75-100% cover,,Qa,Shrub,65.99,1.27,41.4,129.8535,0.004222451,13.98364232,28.1,2.51,7.06,14.7,8.8,2.04,41.5,79,64.3,3.6,15,60.7,411.6,94.3,84,127.7,-24.64,500.6,-2.38,3.02,56.3738,5.6374,12.06,13.82,20.78,1.21,1.38,2.08,46.66,4.67,5,shrub
1028,S1078,Pinus sabiniana - Gray pine,5/13/2022,SRC-069,"Early leaf out, Full leaf out",50-75% cover,,Qls,Tree,50.4,1.3,43.5,311.2782,0.001007138,17.5544138,14.4,0.97,3.22,3.4,2.5,1.1,31.6,168.9,16,1.4,12,172.5,386.7,156.2,176,217.8,-24.49,563.4,-2.35,1.43,,,,,,,,,,,5,conifer
1027,S1081,Sambucus nigra - Black elderberry,5/13/2022,SRC-070,"Full leaf out, Flowers, Seeds",75-100% cover,,Qa,Shrub,67.8,1.24,39.7,124.445,0.006737113,14.54736167,20.3,1.83,9.95,14.9,13.9,1.27,64.4,69.8,65.2,1,4.4,52,118.1,52.2,66,153.8,-26.76,489,5.71,2.03,163.9336,16.3934,12.86,9.47,31.57,1.29,0.95,3.16,53.9,5.4,5,deciduous broadleaf
1106,S1093,Heteromeles arbutifolia - Toyon,5/18/2022,SRC-071,"Full leaf out, Flowers",75-100% cover,,sp,Shrub,45.96,1.29,43,277.6459,0.014884427,13.11017157,7.8,0.55,5.74,5,7.3,0.58,14.6,44.9,50.3,2.9,15.3,54.5,75.2,77.8,134,220.2,-24.99,551.5,-2.41,0.99,106.8253,10.6825,2.74,18.99,8.93,0.27,1.9,0.89,30.66,3.06,5,shrub
1107,S1096,Ceanothus cuneatus,5/18/2022,SRC-072,"Full leaf out, Seeds",75-100% cover,,sp,Shrub,46.5,1.7,69,282.458,0.004835409,13.62876154,14.3,1.01,2.68,4.4,8.9,0.76,22.7,51.9,67.5,2.6,16.1,44.2,166.1,89.8,90,238.2,-24.58,530.6,-1.62,1.56,96.2409,9.6241,0,29.13,30.91,0,2.91,3.09,60.04,6,5,shrub
